,store_id,date
100,88,1970-01-01 00:00:00.000000030
101,84,1970-01-01 00:00:00.000000030
102,50,1970-01-01 00:00:00.000000030
103,98,1970-01-01 00:00:00.000000030
104,92,1970-01-01 00:00:00.000000030
105,52,1970-01-01 00:00:00.000000030
106,63,1970-01-01 00:00:00.000000030
107,92,1970-01-01 00:00:00.000000030
108,97,1970-01-01 00:00:00.000000030
109,81,1970-01-01 00:00:00.000000030
110,63,1970-01-01 00:00:00.000000030
111,11,1970-01-01 00:00:00.000000030
112,84,1970-01-01 00:00:00.000000030
113,73,1970-01-01 00:00:00.000000030
114,93,1970-01-01 00:00:00.000000030
115,38,1970-01-01 00:00:00.000000030
116,19,1970-01-01 00:00:00.000000030
117,14,1970-01-01 00:00:00.000000030
118,23,1970-01-01 00:00:00.000000030
119,15,1970-01-01 00:00:00.000000030
120,36,1970-01-01 00:00:00.000000030
121,13,1970-01-01 00:00:00.000000030
122,65,1970-01-01 00:00:00.000000030
123,17,1970-01-01 00:00:00.000000030
124,72,1970-01-01 00:00:00.000000030
125,59,1970-01-01 00:00:00.000000030
126,37,1970-01-01 00:00:00.000000030
127,19,1970-01-01 00:00:00.000000030
128,86,1970-01-01 00:00:00.000000030
129,100,1970-01-01 00:00:00.000000030
130,49,1970-01-01 00:00:00.000000030
131,38,1970-01-01 00:00:00.000000030
132,16,1970-01-01 00:00:00.000000030
133,92,1970-01-01 00:00:00.000000030
134,100,1970-01-01 00:00:00.000000030
135,70,1970-01-01 00:00:00.000000030
136,35,1970-01-01 00:00:00.000000030
137,64,1970-01-01 00:00:00.000000030
138,76,1970-01-01 00:00:00.000000030
139,20,1970-01-01 00:00:00.000000030
140,31,1970-01-01 00:00:00.000000030
141,52,1970-01-01 00:00:00.000000030
142,70,1970-01-01 00:00:00.000000030
143,57,1970-01-01 00:00:00.000000030
144,38,1970-01-01 00:00:00.000000030
145,75,1970-01-01 00:00:00.000000030
146,24,1970-01-01 00:00:00.000000030
147,25,1970-01-01 00:00:00.000000030
148,84,1970-01-01 00:00:00.000000030
149,31,1970-01-01 00:00:00.000000030
150,35,1970-01-01 00:00:00.000000030
151,79,1970-01-01 00:00:00.000000030
152,45,1970-01-01 00:00:00.000000030
153,36,1970-01-01 00:00:00.000000030
154,13,1970-01-01 00:00:00.000000030
155,74,1970-01-01 00:00:00.000000030
156,82,1970-01-01 00:00:00.000000030
157,16,1970-01-01 00:00:00.000000030
158,25,1970-01-01 00:00:00.000000030
159,72,1970-01-01 00:00:00.000000030
160,71,1970-01-01 00:00:00.000000030
161,55,1970-01-01 00:00:00.000000030
162,31,1970-01-01 00:00:00.000000030
163,22,1970-01-01 00:00:00.000000030
164,55,1970-01-01 00:00:00.000000030
165,28,1970-01-01 00:00:00.000000030
166,48,1970-01-01 00:00:00.000000030
167,83,1970-01-01 00:00:00.000000030
168,89,1970-01-01 00:00:00.000000030
169,10,1970-01-01 00:00:00.000000030
170,89,1970-01-01 00:00:00.000000030
171,66,1970-01-01 00:00:00.000000030
172,14,1970-01-01 00:00:00.000000030
173,36,1970-01-01 00:00:00.000000030
174,55,1970-01-01 00:00:00.000000030
175,95,1970-01-01 00:00:00.000000030
176,78,1970-01-01 00:00:00.000000030
177,40,1970-01-01 00:00:00.000000030
178,83,1970-01-01 00:00:00.000000030
179,69,1970-01-01 00:00:00.000000030
180,40,1970-01-01 00:00:00.000000030
181,50,1970-01-01 00:00:00.000000030
182,66,1970-01-01 00:00:00.000000030
183,58,1970-01-01 00:00:00.000000030
184,94,1970-01-01 00:00:00.000000030
185,72,1970-01-01 00:00:00.000000030
186,67,1970-01-01 00:00:00.000000030
187,56,1970-01-01 00:00:00.000000030
188,47,1970-01-01 00:00:00.000000030
189,73,1970-01-01 00:00:00.000000030
190,19,1970-01-01 00:00:00.000000030
191,43,1970-01-01 00:00:00.000000030
192,94,1970-01-01 00:00:00.000000030
193,48,1970-01-01 00:00:00.000000030
194,28,1970-01-01 00:00:00.000000030
195,14,1970-01-01 00:00:00.000000030
196,65,1970-01-01 00:00:00.000000030
197,49,1970-01-01 00:00:00.000000030
198,79,1970-01-01 00:00:00.000000030
199,12,1970-01-01 00:00:00.000000030
200,63,1970-01-01 00:00:00.000000030
201,52,1970-01-01 00:00:00.000000030
202,83,1970-01-01 00:00:00.000000030
203,46,1970-01-01 00:00:00.000000030
204,16,1970-01-01 00:00:00.000000030
205,30,1970-01-01 00:00:00.000000030
206,92,1970-01-01 00:00:00.000000030
207,24,1970-01-01 00:00:00.000000030
208,74,1970-01-01 00:00:00.000000030
209,36,1970-01-01 00:00:00.000000030
210,91,1970-01-01 00:00:00.000000030
211,62,1970-01-01 00:00:00.000000030
212,81,1970-01-01 00:00:00.000000030
213,11,1970-01-01 00:00:00.000000030
214,71,1970-01-01 00:00:00.000000030
215,47,1970-01-01 00:00:00.000000030
216,57,1970-01-01 00:00:00.000000030
217,21,1970-01-01 00:00:00.000000030
218,91,1970-01-01 00:00:00.000000030
219,88,1970-01-01 00:00:00.000000030
220,63,1970-01-01 00:00:00.000000030
221,35,1970-01-01 00:00:00.000000030
222,11,1970-01-01 00:00:00.000000030
223,77,1970-01-01 00:00:00.000000030
224,17,1970-01-01 00:00:00.000000030
225,67,1970-01-01 00:00:00.000000030
226,19,1970-01-01 00:00:00.000000030
227,65,1970-01-01 00:00:00.000000030
228,62,1970-01-01 00:00:00.000000030
229,76,1970-01-01 00:00:00.000000030
230,32,1970-01-01 00:00:00.000000030
231,36,1970-01-01 00:00:00.000000030
232,12,1970-01-01 00:00:00.000000030
233,41,1970-01-01 00:00:00.000000030
234,28,1970-01-01 00:00:00.000000030
235,60,1970-01-01 00:00:00.000000030
236,72,1970-01-01 00:00:00.000000030
237,27,1970-01-01 00:00:00.000000030
238,85,1970-01-01 00:00:00.000000030
239,79,1970-01-01 00:00:00.000000030
240,82,1970-01-01 00:00:00.000000030
241,62,1970-01-01 00:00:00.000000030
242,31,1970-01-01 00:00:00.000000030
243,51,1970-01-01 00:00:00.000000030
244,81,1970-01-01 00:00:00.000000030
245,71,1970-01-01 00:00:00.000000030
246,43,1970-01-01 00:00:00.000000030
247,35,1970-01-01 00:00:00.000000030
248,14,1970-01-01 00:00:00.000000030
249,20,1970-01-01 00:00:00.000000030
250,57,1970-01-01 00:00:00.000000030
251,91,1970-01-01 00:00:00.000000030
252,25,1970-01-01 00:00:00.000000030
253,86,1970-01-01 00:00:00.000000030
254,18,1970-01-01 00:00:00.000000030
255,72,1970-01-01 00:00:00.000000030
256,32,1970-01-01 00:00:00.000000030
257,84,1970-01-01 00:00:00.000000030
258,19,1970-01-01 00:00:00.000000030
259,78,1970-01-01 00:00:00.000000030
260,43,1970-01-01 00:00:00.000000030
261,48,1970-01-01 00:00:00.000000030
262,43,1970-01-01 00:00:00.000000030
263,21,1970-01-01 00:00:00.000000030
264,66,1970-01-01 00:00:00.000000030
265,25,1970-01-01 00:00:00.000000030
266,40,1970-01-01 00:00:00.000000030
267,80,1970-01-01 00:00:00.000000030
268,13,1970-01-01 00:00:00.000000030
269,90,1970-01-01 00:00:00.000000030
270,18,1970-01-01 00:00:00.000000030
271,14,1970-01-01 00:00:00.000000030
272,48,1970-01-01 00:00:00.000000030
273,78,1970-01-01 00:00:00.000000030
274,51,1970-01-01 00:00:00.000000030
275,36,1970-01-01 00:00:00.000000030
276,93,1970-01-01 00:00:00.000000030
277,77,1970-01-01 00:00:00.000000030
278,46,1970-01-01 00:00:00.000000030
279,24,1970-01-01 00:00:00.000000030
280,57,1970-01-01 00:00:00.000000030
281,50,1970-01-01 00:00:00.000000030
282,33,1970-01-01 00:00:00.000000030
283,24,1970-01-01 00:00:00.000000030
284,94,1970-01-01 00:00:00.000000030
285,51,1970-01-01 00:00:00.000000030
286,16,1970-01-01 00:00:00.000000030
287,67,1970-01-01 00:00:00.000000030
288,84,1970-01-01 00:00:00.000000030
289,78,1970-01-01 00:00:00.000000030
290,97,1970-01-01 00:00:00.000000030
291,11,1970-01-01 00:00:00.000000030
292,43,1970-01-01 00:00:00.000000030
293,97,1970-01-01 00:00:00.000000030
294,45,1970-01-01 00:00:00.000000030
295,46,1970-01-01 00:00:00.000000030
296,40,1970-01-01 00:00:00.000000030
297,71,1970-01-01 00:00:00.000000030
298,19,1970-01-01 00:00:00.000000030
299,80,1970-01-01 00:00:00.000000030
300,97,1970-01-01 00:00:00.000000030
301,73,1970-01-01 00:00:00.000000030
302,41,1970-01-01 00:00:00.000000030
303,85,1970-01-01 00:00:00.000000030
304,36,1970-01-01 00:00:00.000000030
305,33,1970-01-01 00:00:00.000000030
306,81,1970-01-01 00:00:00.000000030
307,100,1970-01-01 00:00:00.000000030
308,52,1970-01-01 00:00:00.000000030
309,72,1970-01-01 00:00:00.000000030
310,85,1970-01-01 00:00:00.000000030
311,98,1970-01-01 00:00:00.000000030
312,22,1970-01-01 00:00:00.000000030
313,95,1970-01-01 00:00:00.000000030
314,50,1970-01-01 00:00:00.000000030
315,24,1970-01-01 00:00:00.000000030
316,76,1970-01-01 00:00:00.000000030
317,37,1970-01-01 00:00:00.000000030
318,86,1970-01-01 00:00:00.000000030
319,92,1970-01-01 00:00:00.000000030
320,86,1970-01-01 00:00:00.000000030
321,64,1970-01-01 00:00:00.000000030
322,77,1970-01-01 00:00:00.000000030
323,30,1970-01-01 00:00:00.000000030
324,31,1970-01-01 00:00:00.000000030
325,83,1970-01-01 00:00:00.000000030
326,62,1970-01-01 00:00:00.000000030
327,28,1970-01-01 00:00:00.000000030
328,99,1970-01-01 00:00:00.000000030
329,70,1970-01-01 00:00:00.000000030
330,56,1970-01-01 00:00:00.000000030
331,78,1970-01-01 00:00:00.000000030
332,84,1970-01-01 00:00:00.000000030
333,37,1970-01-01 00:00:00.000000030
334,18,1970-01-01 00:00:00.000000030
335,56,1970-01-01 00:00:00.000000030
336,61,1970-01-01 00:00:00.000000030
337,81,1970-01-01 00:00:00.000000030
338,62,1970-01-01 00:00:00.000000030
339,89,1970-01-01 00:00:00.000000030
340,11,1970-01-01 00:00:00.000000030
341,55,1970-01-01 00:00:00.000000030
342,72,1970-01-01 00:00:00.000000030
343,12,1970-01-01 00:00:00.000000030
344,44,1970-01-01 00:00:00.000000030
345,97,1970-01-01 00:00:00.000000030
346,64,1970-01-01 00:00:00.000000030
347,48,1970-01-01 00:00:00.000000030
348,54,1970-01-01 00:00:00.000000030
349,11,1970-01-01 00:00:00.000000030
350,31,1970-01-01 00:00:00.000000030
351,80,1970-01-01 00:00:00.000000030
352,13,1970-01-01 00:00:00.000000030
353,84,1970-01-01 00:00:00.000000030
354,25,1970-01-01 00:00:00.000000030
355,74,1970-01-01 00:00:00.000000030
356,10,1970-01-01 00:00:00.000000030
357,59,1970-01-01 00:00:00.000000030
358,25,1970-01-01 00:00:00.000000030
359,98,1970-01-01 00:00:00.000000030
360,15,1970-01-01 00:00:00.000000030
361,70,1970-01-01 00:00:00.000000030
362,35,1970-01-01 00:00:00.000000030
363,68,1970-01-01 00:00:00.000000030
364,78,1970-01-01 00:00:00.000000030
365,97,1970-01-01 00:00:00.000000030
366,97,1970-01-01 00:00:00.000000030
367,49,1970-01-01 00:00:00.000000030
368,32,1970-01-01 00:00:00.000000030
369,84,1970-01-01 00:00:00.000000030
370,45,1970-01-01 00:00:00.000000030
371,12,1970-01-01 00:00:00.000000030
372,28,1970-01-01 00:00:00.000000030
373,97,1970-01-01 00:00:00.000000030
374,58,1970-01-01 00:00:00.000000030
375,32,1970-01-01 00:00:00.000000030
376,72,1970-01-01 00:00:00.000000030
377,50,1970-01-01 00:00:00.000000030
378,59,1970-01-01 00:00:00.000000030
379,64,1970-01-01 00:00:00.000000030
380,63,1970-01-01 00:00:00.000000030
381,62,1970-01-01 00:00:00.000000030
382,54,1970-01-01 00:00:00.000000030
383,64,1970-01-01 00:00:00.000000030
384,21,1970-01-01 00:00:00.000000030
385,30,1970-01-01 00:00:00.000000030
386,56,1970-01-01 00:00:00.000000030
387,97,1970-01-01 00:00:00.000000030
388,84,1970-01-01 00:00:00.000000030
389,38,1970-01-01 00:00:00.000000030
390,37,1970-01-01 00:00:00.000000030
391,67,1970-01-01 00:00:00.000000030
392,74,1970-01-01 00:00:00.000000030
393,86,1970-01-01 00:00:00.000000030
394,26,1970-01-01 00:00:00.000000030
395,44,1970-01-01 00:00:00.000000030
396,38,1970-01-01 00:00:00.000000030
397,83,1970-01-01 00:00:00.000000030
398,30,1970-01-01 00:00:00.000000030
399,85,1970-01-01 00:00:00.000000030
400,64,1970-01-01 00:00:00.000000030
401,81,1970-01-01 00:00:00.000000030
402,88,1970-01-01 00:00:00.000000030
403,67,1970-01-01 00:00:00.000000030
404,17,1970-01-01 00:00:00.000000030
405,13,1970-01-01 00:00:00.000000030
406,56,1970-01-01 00:00:00.000000030
407,97,1970-01-01 00:00:00.000000030
408,94,1970-01-01 00:00:00.000000030
409,26,1970-01-01 00:00:00.000000030
410,36,1970-01-01 00:00:00.000000030
411,30,1970-01-01 00:00:00.000000030
412,62,1970-01-01 00:00:00.000000030
413,27,1970-01-01 00:00:00.000000030
414,26,1970-01-01 00:00:00.000000030
415,93,1970-01-01 00:00:00.000000030
416,28,1970-01-01 00:00:00.000000030
417,83,1970-01-01 00:00:00.000000030
418,49,1970-01-01 00:00:00.000000030
419,79,1970-01-01 00:00:00.000000030
420,52,1970-01-01 00:00:00.000000030
421,71,1970-01-01 00:00:00.000000030
422,25,1970-01-01 00:00:00.000000030
423,81,1970-01-01 00:00:00.000000030
424,30,1970-01-01 00:00:00.000000030
425,62,1970-01-01 00:00:00.000000030
426,72,1970-01-01 00:00:00.000000030
427,21,1970-01-01 00:00:00.000000030
428,42,1970-01-01 00:00:00.000000030
429,88,1970-01-01 00:00:00.000000030
430,16,1970-01-01 00:00:00.000000030
431,99,1970-01-01 00:00:00.000000030
432,57,1970-01-01 00:00:00.000000030
433,50,1970-01-01 00:00:00.000000030
434,88,1970-01-01 00:00:00.000000030
435,95,1970-01-01 00:00:00.000000030
436,90,1970-01-01 00:00:00.000000030
437,10,1970-01-01 00:00:00.000000030
438,43,1970-01-01 00:00:00.000000030
439,13,1970-01-01 00:00:00.000000030
440,36,1970-01-01 00:00:00.000000030
441,12,1970-01-01 00:00:00.000000030
442,56,1970-01-01 00:00:00.000000030
443,51,1970-01-01 00:00:00.000000030
444,29,1970-01-01 00:00:00.000000030
445,20,1970-01-01 00:00:00.000000030
446,67,1970-01-01 00:00:00.000000030
447,11,1970-01-01 00:00:00.000000030
448,41,1970-01-01 00:00:00.000000030
449,72,1970-01-01 00:00:00.000000030
450,57,1970-01-01 00:00:00.000000030
451,33,1970-01-01 00:00:00.000000030
452,25,1970-01-01 00:00:00.000000030
453,73,1970-01-01 00:00:00.000000030
454,62,1970-01-01 00:00:00.000000030
455,44,1970-01-01 00:00:00.000000030
456,54,1970-01-01 00:00:00.000000030
457,43,1970-01-01 00:00:00.000000030
458,46,1970-01-01 00:00:00.000000030
459,79,1970-01-01 00:00:00.000000030
460,75,1970-01-01 00:00:00.000000030
461,96,1970-01-01 00:00:00.000000030
462,30,1970-01-01 00:00:00.000000030
463,21,1970-01-01 00:00:00.000000030
464,22,1970-01-01 00:00:00.000000030
465,55,1970-01-01 00:00:00.000000030
466,76,1970-01-01 00:00:00.000000030
467,47,1970-01-01 00:00:00.000000030
468,57,1970-01-01 00:00:00.000000030
469,38,1970-01-01 00:00:00.000000030
470,42,1970-01-01 00:00:00.000000030
471,45,1970-01-01 00:00:00.000000030
472,72,1970-01-01 00:00:00.000000030
473,52,1970-01-01 00:00:00.000000030
474,49,1970-01-01 00:00:00.000000030
475,27,1970-01-01 00:00:00.000000030
476,79,1970-01-01 00:00:00.000000030
477,52,1970-01-01 00:00:00.000000030
478,21,1970-01-01 00:00:00.000000030
479,91,1970-01-01 00:00:00.000000030
480,75,1970-01-01 00:00:00.000000030
481,30,1970-01-01 00:00:00.000000030
482,72,1970-01-01 00:00:00.000000030
483,11,1970-01-01 00:00:00.000000030
484,22,1970-01-01 00:00:00.000000030
485,25,1970-01-01 00:00:00.000000030
486,25,1970-01-01 00:00:00.000000030
487,24,1970-01-01 00:00:00.000000030
488,66,1970-01-01 00:00:00.000000030
489,43,1970-01-01 00:00:00.000000030
490,37,1970-01-01 00:00:00.000000030
491,74,1970-01-01 00:00:00.000000030
492,87,1970-01-01 00:00:00.000000030
493,98,1970-01-01 00:00:00.000000030
494,27,1970-01-01 00:00:00.000000030
495,50,1970-01-01 00:00:00.000000030
496,44,1970-01-01 00:00:00.000000030
497,66,1970-01-01 00:00:00.000000030
498,96,1970-01-01 00:00:00.000000030
499,35,1970-01-01 00:00:00.000000030
500,71,1970-01-01 00:00:00.000000030
501,84,1970-01-01 00:00:00.000000030
502,49,1970-01-01 00:00:00.000000030
503,95,1970-01-01 00:00:00.000000030
504,22,1970-01-01 00:00:00.000000030
505,74,1970-01-01 00:00:00.000000030
506,11,1970-01-01 00:00:00.000000030
507,60,1970-01-01 00:00:00.000000030
508,32,1970-01-01 00:00:00.000000030
509,97,1970-01-01 00:00:00.000000030
510,63,1970-01-01 00:00:00.000000030
511,100,1970-01-01 00:00:00.000000030
512,69,1970-01-01 00:00:00.000000030
513,14,1970-01-01 00:00:00.000000030
514,28,1970-01-01 00:00:00.000000030
515,78,1970-01-01 00:00:00.000000030
516,42,1970-01-01 00:00:00.000000030
517,30,1970-01-01 00:00:00.000000030
518,27,1970-01-01 00:00:00.000000030
519,71,1970-01-01 00:00:00.000000030
520,87,1970-01-01 00:00:00.000000030
521,60,1970-01-01 00:00:00.000000030
522,59,1970-01-01 00:00:00.000000030
523,56,1970-01-01 00:00:00.000000030
524,76,1970-01-01 00:00:00.000000030
525,87,1970-01-01 00:00:00.000000030
526,68,1970-01-01 00:00:00.000000030
527,21,1970-01-01 00:00:00.000000030
528,66,1970-01-01 00:00:00.000000030
529,34,1970-01-01 00:00:00.000000030
530,93,1970-01-01 00:00:00.000000030
531,57,1970-01-01 00:00:00.000000030
532,62,1970-01-01 00:00:00.000000030
533,62,1970-01-01 00:00:00.000000030
534,43,1970-01-01 00:00:00.000000030
535,35,1970-01-01 00:00:00.000000030
536,46,1970-01-01 00:00:00.000000030
537,17,1970-01-01 00:00:00.000000030
538,11,1970-01-01 00:00:00.000000030
539,34,1970-01-01 00:00:00.000000030
540,15,1970-01-01 00:00:00.000000030
541,52,1970-01-01 00:00:00.000000030
542,54,1970-01-01 00:00:00.000000030
543,62,1970-01-01 00:00:00.000000030
544,37,1970-01-01 00:00:00.000000030
545,37,1970-01-01 00:00:00.000000030
546,25,1970-01-01 00:00:00.000000030
547,96,1970-01-01 00:00:00.000000030
548,50,1970-01-01 00:00:00.000000030
549,22,1970-01-01 00:00:00.000000030
550,80,1970-01-01 00:00:00.000000030
551,36,1970-01-01 00:00:00.000000030
552,52,1970-01-01 00:00:00.000000030
553,91,1970-01-01 00:00:00.000000030
554,78,1970-01-01 00:00:00.000000030
555,58,1970-01-01 00:00:00.000000030
556,53,1970-01-01 00:00:00.000000030
557,42,1970-01-01 00:00:00.000000030
558,49,1970-01-01 00:00:00.000000030
559,66,1970-01-01 00:00:00.000000030
560,32,1970-01-01 00:00:00.000000030
561,70,1970-01-01 00:00:00.000000030
562,73,1970-01-01 00:00:00.000000030
563,71,1970-01-01 00:00:00.000000030
564,39,1970-01-01 00:00:00.000000030
565,92,1970-01-01 00:00:00.000000030
566,30,1970-01-01 00:00:00.000000030
567,80,1970-01-01 00:00:00.000000030
568,96,1970-01-01 00:00:00.000000030
569,77,1970-01-01 00:00:00.000000030
570,42,1970-01-01 00:00:00.000000030
571,62,1970-01-01 00:00:00.000000030
572,36,1970-01-01 00:00:00.000000030
573,43,1970-01-01 00:00:00.000000030
574,57,1970-01-01 00:00:00.000000030
575,63,1970-01-01 00:00:00.000000030
576,86,1970-01-01 00:00:00.000000030
577,31,1970-01-01 00:00:00.000000030
578,44,1970-01-01 00:00:00.000000030
579,79,1970-01-01 00:00:00.000000030
580,73,1970-01-01 00:00:00.000000030
581,77,1970-01-01 00:00:00.000000030
582,26,1970-01-01 00:00:00.000000030
583,71,1970-01-01 00:00:00.000000030
584,33,1970-01-01 00:00:00.000000030
585,97,1970-01-01 00:00:00.000000030
586,85,1970-01-01 00:00:00.000000030
587,12,1970-01-01 00:00:00.000000030
588,42,1970-01-01 00:00:00.000000030
589,73,1970-01-01 00:00:00.000000030
590,34,1970-01-01 00:00:00.000000030
591,29,1970-01-01 00:00:00.000000030
592,16,1970-01-01 00:00:00.000000030
593,31,1970-01-01 00:00:00.000000030
594,78,1970-01-01 00:00:00.000000030
595,24,1970-01-01 00:00:00.000000030
596,88,1970-01-01 00:00:00.000000030
597,52,1970-01-01 00:00:00.000000030
598,81,1970-01-01 00:00:00.000000030
599,68,1970-01-01 00:00:00.000000030
600,52,1970-01-01 00:00:00.000000030
601,55,1970-01-01 00:00:00.000000030
602,50,1970-01-01 00:00:00.000000030
603,44,1970-01-01 00:00:00.000000030
604,49,1970-01-01 00:00:00.000000030
605,59,1970-01-01 00:00:00.000000030
606,14,1970-01-01 00:00:00.000000030
607,68,1970-01-01 00:00:00.000000030
608,54,1970-01-01 00:00:00.000000030
609,11,1970-01-01 00:00:00.000000030
610,70,1970-01-01 00:00:00.000000030
611,27,1970-01-01 00:00:00.000000030
612,64,1970-01-01 00:00:00.000000030
613,24,1970-01-01 00:00:00.000000030
614,63,1970-01-01 00:00:00.000000030
615,79,1970-01-01 00:00:00.000000030
616,10,1970-01-01 00:00:00.000000030
617,93,1970-01-01 00:00:00.000000030
618,59,1970-01-01 00:00:00.000000030
619,33,1970-01-01 00:00:00.000000030
620,39,1970-01-01 00:00:00.000000030
621,40,1970-01-01 00:00:00.000000030
622,50,1970-01-01 00:00:00.000000030
623,20,1970-01-01 00:00:00.000000030
624,51,1970-01-01 00:00:00.000000030
625,61,1970-01-01 00:00:00.000000030
626,53,1970-01-01 00:00:00.000000030
627,16,1970-01-01 00:00:00.000000030
628,25,1970-01-01 00:00:00.000000030
629,65,1970-01-01 00:00:00.000000030
630,23,1970-01-01 00:00:00.000000030
631,96,1970-01-01 00:00:00.000000030
632,92,1970-01-01 00:00:00.000000030
633,57,1970-01-01 00:00:00.000000030
634,94,1970-01-01 00:00:00.000000030
635,58,1970-01-01 00:00:00.000000030
636,12,1970-01-01 00:00:00.000000030
637,87,1970-01-01 00:00:00.000000030
638,81,1970-01-01 00:00:00.000000030
639,59,1970-01-01 00:00:00.000000030
640,46,1970-01-01 00:00:00.000000030
641,42,1970-01-01 00:00:00.000000030
642,68,1970-01-01 00:00:00.000000030
643,77,1970-01-01 00:00:00.000000030
644,31,1970-01-01 00:00:00.000000030
645,91,1970-01-01 00:00:00.000000030
646,60,1970-01-01 00:00:00.000000030
647,51,1970-01-01 00:00:00.000000030
648,56,1970-01-01 00:00:00.000000030
649,79,1970-01-01 00:00:00.000000030
650,98,1970-01-01 00:00:00.000000030
651,56,1970-01-01 00:00:00.000000030
652,54,1970-01-01 00:00:00.000000030
653,42,1970-01-01 00:00:00.000000030
654,83,1970-01-01 00:00:00.000000030
655,44,1970-01-01 00:00:00.000000030
656,81,1970-01-01 00:00:00.000000030
657,60,1970-01-01 00:00:00.000000030
658,34,1970-01-01 00:00:00.000000030
659,16,1970-01-01 00:00:00.000000030
660,37,1970-01-01 00:00:00.000000030
661,87,1970-01-01 00:00:00.000000030
662,100,1970-01-01 00:00:00.000000030
663,41,1970-01-01 00:00:00.000000030
664,43,1970-01-01 00:00:00.000000030
665,10,1970-01-01 00:00:00.000000030
